symbol;name;sector;industry;marketCap;pe;pb;ps;eps_growth;revenue_growth;ebit;ev;fcf;roic;current_price;ev_ebit;fcf_yield;classification;fair_value;dcf_value_gap;valuation_tag;growth_tag;final_tag
GEV;GE Vernova Inc.;Industrials;Specialty Industrial Machinery;1,32373E+11;69,48424;15,379737;3,7072139;;0,106;2408999936;1,26644E+11;4210374912;0,01749;485;52,57133676;3,180678585;Growth;109,9350011;-77,33298947;Overvalued;Watchlist;Growth - Watchlist
GEN;Gen Digital Inc.;Technology;Software - Infrastructure;18191345664;28,475729;7,976611;4,6229596;0,106;0,048;1878000000;25500338176;1312499968;0,06736;29,33;13,57845483;7,214969097;Growth;17,08769949;-41,73985853;Overvalued;Watchlist;Growth - Watchlist
GNRC;Generac Holdings Inc.;Industrials;Specialty Industrial Machinery;7560081408;22,331589;3,0616837;1,7384764;0,872;0,059;729518016;8796790784;488257120;0,0679;127,96;12,05835989;6,458357968;Growth;160,8983938;25,74116423;Undervalued;Momentum;Growth - Momentum
GD;General Dynamics Corporation;Industrials;Aerospace & Defense;74206126080;19,2;3,3338158;1,5080094;0,271;0,139;5907999744;84359364608;2482249984;0,055999998;276,48;14,27883688;3,345074208;Growth;274,536;-0,703125;Fair Valued;Momentum;Growth - Momentum
GIS;General Mills, Inc.;Consumer Defensive;Packaged Foods;29992108032;12,037362;3,2371888;1,5267589;-0,043;-0,05;4205700096;43907481600;1192574976;0,07201;54,77;10,43999348;3,976295947;Value;71,66250379;30,8426215;Undervalued;Stable;Value - Undervalued
GM;General Motors Company;Consumer Cyclical;Auto Manufacturers;45639319552;6,6298885;0,7123563;0,24218522;0,309;0,023;18460999680;1,62767E+11;1306000000;0,02755;47,47;8,816819759;2,861567641;Value;140,5865951;196,1588268;Undervalued;Momentum;Value - Undervalued
GPC;Genuine Parts Company;Consumer Cyclical;Auto Parts;17386223616;20,569786;3,9069955;0,73767316;-0,213;0,014;1902893056;23082643456;-12288375;0,04816;125,27;12,13028939;-0,070678805;Blend;95,9175025;-23,43138621;Overvalued;Stable;Blend - Stable
GILD;Gilead Sciences, Inc.;Healthcare;Drug Manufacturers - General;1,39892E+11;23,626049;7,3068676;4,868361;;-0,003;13724000256;1,56049E+11;9989000192;0,121429995;112,46;11,37053877;7,140490196;Blend;74,97000451;-33,33629334;Overvalued;Stable;Blend - Stable
GPN;Global Payments Inc.;Industrials;Specialty Business Services;18747056128;12,438512;0,84774363;1,8565476;0,016;-0,003;4423721984;33567451136;3779338752;0,03233;76,87;7,588056224;20,15963854;Value;94,1831949;22,52269403;Undervalued;Stable;Value - Undervalued
GL;Globe Life Inc.;Financial Services;Insurance - Life;10045469696;9,910423;1,8600314;1,7194221;0,127;0,045;1517460992;12847968256;1351823232;0,03194;121,7;8,46675356;13,45704355;Value;207,5934095;70,57798643;Undervalued;Watchlist;Value - Undervalued
GDDY;GoDaddy Inc.;Technology;Software - Infrastructure;26068178944;35,182693;130,49216;5,5952306;-0,453;0,077;1113699968;29148614656;958425024;0,07782;182,95;26,17277139;3,676609041;Blend;81,89999839;-55,23367128;Overvalued;Watchlist;Blend - Watchlist
GS;The Goldman Sachs Group, Inc.;Financial Services;Capital Markets;1,884E+11;14,24594;1,6529638;3,5517755;0,22;0,063;0;-96082567168;0;0,008590001;614;;;Value;788,729982;28,45765179;Undervalued;Momentum;Value - Undervalued
HAL;Halliburton Company;Energy;Oil & Gas Equipment & Services;17641353216;8,585773;1,7041774;0,78207886;-0,654;-0,067;4727000064;24453351424;1766875008;0,09115;20,52;5,173122719;10,01552991;Value;37,64250464;83,44300507;Undervalued;Stable;Value - Undervalued
HIG;The Hartford Insurance Group, Inc.;Financial Services;Insurance - Property & Casualty;36743041024;12,8814745;2,2333317;1,3635805;-0,13;0,06;4153999872;37939040256;5297249792;0,03079;129,33;9,133134671;14,41701515;Value;158,1299951;22,26861141;Undervalued;Watchlist;Value - Undervalued
HAS;Hasbro, Inc.;Consumer Cyclical;Leisure;9293355008;21,887789;7,943466;2,178828;0,673;0,171;1012400000;12060480512;522600000;0,087139994;66,32;11,91276226;5,623372824;Growth;76,03784923;14,65296929;Undervalued;Momentum;Growth - Momentum
HCA;HCA Healthcare, Inc.;Healthcare;Medical Care Facilities;92462211072;17,066607;-26,535486;1,2916423;0,088;0,057;14218999808;1,40812E+11;3314249984;0,11607;384,34;9,903099741;3,584437302;Value;367,5264099;-4,374665685;Fair Valued;Watchlist;Value - Fair Valued
DOC;Healthpeak Properties, Inc.;Real Estate;REIT - Healthcare Facilities;11991074816;42,09756;1,4726962;4,2874603;5;0,159;1608579968;21745836032;753127744;0,017439999;17,26;13,51865401;6,280735927;Growth;36,90000086;113,7891127;Undervalued;Momentum;Growth - Momentum
HSIC;Henry Schein, Inc.;Healthcare;Medical Distribution;8796602368;21,92212;2,5988848;0,6943407;0,222;-0,001;1029000000;13071404032;548625024;0,04612;70,37;12,70301655;6,236783261;Growth;58,83929565;-16,385824;Overvalued;Momentum;Growth - Momentum
HSY;The Hershey Company;Consumer Defensive;Confectioners;32771196928;19,871006;6,994897;3,0470853;-0,717;-0,138;2778831872;37546725376;1252741120;0,109639995;161,75;13,5116938;3,822689549;Blend;128,2050088;-20,73878897;Overvalued;Stable;Blend - Stable
HES;Hess Corporation;Energy;Oil & Gas E&P;42101063680;18,880722;3,6397424;3,4312196;-0,56;-0,121;6723999744;50971762688;717249984;0,096829996;136,13;7,580571777;1,703638629;Blend;113,5574953;-16,58157988;Overvalued;Stable;Blend - Stable
HPE;Hewlett Packard Enterprise Company;Technology;Communication Equipment;23764305920;17,413464;0,9943993;0,7508707;;0,059;4797000192;30385225728;81000000;0,023120001;18,11;6,33421399;0,340847321;Value;16,37999768;-9,552746082;Fair Valued;Watchlist;Value - Fair Valued
HLT;Hilton Worldwide Holdings Inc.;Consumer Cyclical;Lodging;60092936192;40,00158;-13,789135;12,627219;0,183;0,012;2516000000;71280869376;1668749952;0,09246001;252,81;28,33102916;2,776948603;Growth;112,1484064;-55,63925225;Overvalued;Momentum;Growth - Momentum
HOLX;Hologic, Inc.;Healthcare;Medical Instruments & Supplies;14335619072;27,029411;3,103831;3,5603175;;-0,012;1252300032;15240934400;775875008;0,069180004;64,33;12,17035376;5,412218364;Blend;37,48500106;-41,73013981;Overvalued;Stable;Blend - Stable
HD;The Home Depot, Inc.;Consumer Cyclical;Home Improvement Retail;3,65467E+11;24,937542;45,944965;2,2427886;-0,05;0,094;25497999360;4,2605E+11;10957625344;0,15122;367,33;16,70915002;2,998254016;Growth;231,997504;-36,84221163;Overvalued;Watchlist;Growth - Watchlist
HON;Honeywell International Inc.;Industrials;Conglomerates;1,47164E+11;26,326813;8,419697;3,7527564;-0,004;0,079;9765999616;1,71533E+11;4354625024;0,07409;228,78;17,56430465;2,959021713;Blend;136,867497;-40,17506031;Overvalued;Watchlist;Blend - Watchlist
HRL;Hormel Foods Corporation;Consumer Defensive;Packaged Foods;16859780096;22,544117;2,0989935;1,4139179;-0,038;0,004;1306600960;19028336640;449302016;0,047480002;30,66;14,56323485;2,664934023;Blend;21,42000061;-30,1369843;Overvalued;Stable;Blend - Stable
HST;Host Hotels & Resorts, Inc.;Real Estate;REIT - Hotel & Motel;11081044992;16,416668;1,6440642;1,905269;-0,079;0,085;1572999936;16284939264;1235250048;0,03911;15,76;10,3527908;11,14741479;Value;15,11999877;-4,060921498;Fair Valued;Watchlist;Value - Fair Valued
HWM;Howmet Aerospace Inc.;Industrials;Aerospace & Defense;70792306688;57,49836;14,956929;9,378948;0,424;0,065;2008000000;73794322432;790124992;0,10203;175,37;36,75016057;1,116117032;Growth;65,14800074;-62,85111436;Overvalued;Momentum;Growth - Momentum
HPQ;HP Inc.;Technology;Computer Hardware;23650895872;9,684616;-18,583025;0,4355758;-0,311;0,033;4682999808;32836890624;2612624896;0,063379996;25,18;7,011935078;11,04662128;Value;40,9499974;62,62906036;Undervalued;Stable;Value - Undervalued
HUBB;Hubbell Incorporated;Industrials;Electrical Equipment & Parts;21097121792;26,74425;6,468759;3,7709794;0,154;-0,024;1305600000;22758119424;640574976;0,10069;395,28;17,43115765;3,036314538;Growth;255,8417903;-35,27580695;Overvalued;Momentum;Growth - Momentum
HUM;Humana Inc.;Healthcare;Healthcare Plans;27843874816;16,292374;1,5685874;0,23152679;0,686;0,084;4096999936;19507984384;-2093124992;0,047220003;230,7;4,761529092;-7,517362457;Value;358,1063754;55,22599714;Undervalued;Momentum;Value - Undervalued
HBAN;Huntington Bancshares Incorporated;Financial Services;Banks - Regional;23629457408;12,476923;1,2810993;3,3262186;0,308;0,095;0;28356485120;0;0,01026;16,22;;;Value;25,50600016;57,25030923;Undervalued;Momentum;Value - Undervalued
HII;Huntington Ingalls Industries, Inc.;Industrials;Aerospace & Defense;8887264256;16,317724;1,8619698;0,77523243;-0,021;-0,025;1000000000;12126271488;-86875000;0,036259998;226,49;12,12627149;-0,977522413;Value;218,6099912;-3,47918619;Fair Valued;Stable;Value - Fair Valued
IBM;International Business Machines Corporation;Technology;Information Technology Services;2,49887E+11;45,88225;9,296383;3,9770653;-0,349;0,005;13950000128;2,99329E+11;10564249600;0,044689998;268,87;21,45726606;4,227611299;Blend;92,29500515;-65,67299991;Overvalued;Stable;Blend - Stable
IEX;IDEX Corporation;Industrials;Specialty Industrial Machinery;13848080384;29,050713;3,5521064;4,2186317;-0,213;0,017;884700032;15219681280;479100000;0,06898;183,31;17,20321095;3,45968529;Blend;99,38250053;-45,78446319;Overvalued;Stable;Blend - Stable
IDXX;IDEXX Laboratories, Inc.;Healthcare;Diagnostics & Research;42214260736;48,55781;29,268984;10,7365265;0,053;0,036;1341507968;43109658624;761150144;0,22982;524,91;32,13522368;1,803064014;Blend;170,743974;-67,47176201;Overvalued;Watchlist;Blend - Watchlist
ITW;Illinois Tool Works Inc.;Industrials;Specialty Industrial Machinery;72625692672;21,792253;22,38134;4,60706;-0,128;-0,034;4519000064;79926083584;2692375040;0,16544001;247,56;17,68667459;3,707193613;Blend;178,9200043;-27,72661;Overvalued;Stable;Blend - Stable
INCY;Incyte Corporation;Healthcare;Biotechnology;13311808512;343,84998;3,6336255;3,016344;0,067;0,195;303279008;10946265088;618045760;0,020350002;68,77;36,09305227;4,64283842;Growth;3,201000186;-95,34535381;Overvalued;Watchlist;Growth - Watchlist
IR;Ingersoll Rand Inc.;Industrials;Specialty Industrial Machinery;33535846400;41,148518;3,1982763;4,605497;-0,08;0,028;1947399936;36839620608;1108525056;0,05392;83,12;18,91733687;3,305493002;Blend;31,81499757;-61,7240164;Overvalued;Stable;Blend - Stable
PODD;Insulet Corporation;Healthcare;Medical Devices;21940781056;56,17477;16,4853;9,978071;-0,316;0,288;424500000;22406289408;84250000;0,06937;311,77;52,78277835;0,383988153;Growth;87,41250743;-71,96250203;Overvalued;Watchlist;Growth - Watchlist
INTC;Intel Corporation;Technology;Semiconductors;87501717504;;0,87716997;1,6496063;;-0,004;8114999808;1,23262E+11;-7000750080;-0,01092;20,06;15,18936852;-8,000700192;Value;;;Fair Valued;Stable;Value - Fair Valued
ICE;Intercontinental Exchange, Inc.;Financial Services;Financial Data & Stock Exchanges;1,02495E+11;37,070538;3,6663587;10,832328;0,038;0,08;5800000000;1,22403E+11;2783000064;0,020869998;178,68;21,10388718;2,715241592;Blend;75,04740287;-57,998991;Overvalued;Watchlist;Blend - Watchlist
IFF;International Flavors & Fragrances Inc.;Basic Materials;Specialty Chemicals;19670251520;;1,4922477;1,7212331;;-0,019;1763000064;29004277760;-1259374976;0,01676;76,9;16,45166007;-6,402434533;Value;;;Fair Valued;Stable;Value - Fair Valued
IP;International Paper Company;Consumer Cyclical;Packaging & Containers;24996159488;40,470085;1,3813524;1,2560253;;0,278;1959000064;34168137728;485624992;0,0154;47,35;17,44162155;1,942798422;Value;18,42750021;-61,08236491;Overvalued;Watchlist;Value - Overvalued
IPG;The Interpublic Group of Companies, Inc.;Communication Services;Advertising Agencies;8526089216;17,603054;2,3817391;0,947238;;-0,085;1664800000;10972281856;1069362496;0,051220004;23,06;6,590750754;12,54223911;Blend;20,63249934;-10,52688925;Overvalued;Stable;Blend - Stable
INTU;Intuit Inc.;Technology;Software - Application;2,1523E+11;62,883453;10,699596;11,836226;-0,185;0,41;5330999808;0;5197749760;0,08565;771,58;0;2,414975243;Growth;193,2525079;-74,95366547;Overvalued;Watchlist;Growth - Watchlist
ISRG;Intuitive Surgical, Inc.;Healthcare;Medical Instruments & Supplies;1,99667E+11;81,325554;11,671486;22,911047;0,272;0,192;2966099968;1,95258E+11;1659849984;0,08841;557,08;65,82975935;0,831307044;Growth;130,6979895;-76,53873959;Overvalued;Momentum;Growth - Momentum
IVZ;Invesco Ltd.;Financial Services;Asset Management;6440330752;11,512;0,60257107;1,0521868;0,219;0,037;1272400000;11682634752;10569037824;0,02438;14,39;9,181573996;164,1070658;Value;22,85625;58,8342599;Undervalued;Momentum;Value - Undervalued
INVH;Invitation Homes Inc.;Real Estate;REIT - Residential;20343775232;42,55128;2,0930817;7,768189;0,174;0,044;1439789952;28396077056;977758976;0,023740001;33,19;19,72237479;4,806182554;Growth;13,73580066;-58,61464097;Overvalued;Momentum;Growth - Momentum
IQV;IQVIA Holdings Inc.;Healthcare;Diagnostics & Research;26351362048;20,780355;4,436806;1,700417;-0,103;0,025;2926000128;39021359104;2157750016;0,052950002;152,32;13,33607567;8,188381352;Blend;115,4474984;-24,2072621;Overvalued;Stable;Blend - Stable
IRM;Iron Mountain Incorporated;Real Estate;REIT - Specialty;30156447744;249,29268;-43,163006;4,8130374;-0,8;0,078;2090653952;47754817536;-776869888;0,04163;102,21;22,84204781;-2,576131959;Blend;6,457500076;-93,68212496;Overvalued;Watchlist;Blend - Watchlist
JBHT;J.B. Hunt Transport Services, Inc.;Industrials;Integrated Freight & Logistics;13908075520;25,44646;3,596881;1,1528009;-0,041;-0,008;1573156992;15784833024;337648992;0,061100002;140,21;10,03385746;2,427719;Blend;86,78250334;-38,1053396;Overvalued;Stable;Blend - Stable
JBL;Jabil Inc.;Technology;Electronic Components;18959273984;39,869076;14,246994;0,69065875;-0,855;-0,006;1986000000;20634335232;1571374976;0,0461;176,62;10,38989689;8,288160071;Blend;69,77249736;-60,49569847;Overvalued;Stable;Blend - Stable
JKHY;Jack Henry & Associates, Inc.;Technology;Information Technology Services;13240860672;30,977854;6,501949;5,7076907;0,277;0,086;604636992;13424434176;230522256;0,11807;181,84;22,20246917;1,740991479;Growth;112,4398482;-38,16550365;Overvalued;Momentum;Growth - Momentum
J;Jacobs Solutions Inc.;Industrials;Engineering & Construction;15340316672;42,135315;3,9770105;1,3126072;-0,957;0,022;1310900992;17905293312;1289841024;0,05056;127,67;13,6587686;8,408177299;Blend;47,72249834;-62,62042897;Overvalued;Stable;Blend - Stable
JNJ;Johnson & Johnson;Healthcare;Drug Manufacturers - General;3,73013E+11;17,244717;4,774708;4,175628;2,388;0,024;30025000960;3,86485E+11;16797124608;0,0777;155,03;12,87209069;4,503093371;Growth;456,8717828;194,6989504;Undervalued;Momentum;Growth - Momentum
JCI;Johnson Controls International plc;Industrials;Building Products & Equipment;68298694656;31,356497;4,3213425;2,9378312;;0,014;4113999872;79931727872;2593499904;0,04844;103,79;19,42920038;3,797290588;Blend;52,13249745;-49,77117501;Overvalued;Stable;Blend - Stable
JPM;JPMorgan Chase & Co.;Financial Services;Banks - Diversified;7,38488E+11;13,038765;2,228568;4,3771567;0,142;0,048;0;3,56112E+11;0;0,01413;265,73;;;Growth;349,1093597;31,37747325;Undervalued;Watchlist;Growth - Watchlist
JNPR;Juniper Networks, Inc.;Technology;Communication Equipment;12004350976;34,19048;2,485289;2,3063557;;0,114;604400000;12409735168;733287488;0,02908;35,9;20,53232159;6,108514233;Growth;16,53749816;-53,93454552;Overvalued;Watchlist;Growth - Watchlist
K;Kellanova;Consumer Defensive;Packaged Foods;28469813248;20,670025;7,2722435;2,253785;0,115;-0,037;2372999936;34503819264;722124992;0,081199996;82,06;14,54016864;2,536458479;Growth;66,39825061;-19,08572921;Overvalued;Watchlist;Growth - Watchlist
KVUE;Kenvue Inc.;Consumer Defensive;Household & Personal Products;41719644160;38,80357;4,147738;2,7264178;0,122;-0,039;3508999936;49513644032;1793374976;0,06771;21,73;14,11047163;4,298634401;Growth;9,424800347;-56,62770204;Overvalued;Watchlist;Growth - Watchlist
KDP;Keurig Dr Pepper Inc.;Consumer Defensive;Beverages - Non-Alcoholic;44507885568;29,790909;1,8205556;2,8681457;0,156;0,048;4167000064;62536495104;1535000064;0,04058;32,77;15,00755799;3,448827201;Growth;19,07400006;-41,7943239;Overvalued;Momentum;Growth - Momentum
KEY;KeyCorp;Financial Services;Banks - Regional;17896699904;;1,1003302;4,009117;0,672;0,158;0;32289740800;0;0,00013;16,33;;;Growth;;;Fair Valued;Momentum;Growth - Momentum
KEYS;Keysight Technologies, Inc.;Technology;Scientific & Technical Instruments;27873050624;38,01643;5,0796685;5,4567447;1,069;0,074;1152999936;27520030720;975875008;0,056789998;161,95;23,86819796;3,501141734;Growth;132,2091067;-18,36424409;Overvalued;Momentum;Growth - Momentum
KMB;Kimberly-Clark Corporation;Consumer Defensive;Household & Personal Products;44314025984;18,194822;40,25015;2,243862;-0,11;-0,06;3860000000;54572417024;2051624960;0,115430005;133,55;14,13793187;4,629741745;Blend;115,6050056;-13,43691079;Overvalued;Stable;Blend - Stable
KIM;Kimco Realty Corporation;Real Estate;REIT - Retail;14199651328;27,618422;1,3470671;6,8601193;;0,065;1256643968;22404005888;797736128;0,02163;20,99;17,82844342;5,617998003;Blend;11,96999959;-42,97284617;Overvalued;Watchlist;Blend - Watchlist
KMI;Kinder Morgan, Inc.;Energy;Oil & Gas Midstream;62548746240;24,258621;2,0431278;4,0356636;-0,04;0,104;6575000064;96964018176;257875008;0,03728;28,14;14,74737905;0,41227846;Growth;18,26999977;-35,0746277;Overvalued;Watchlist;Growth - Watchlist
KKR;KKR & Co. Inc.;Financial Services;Asset Management;1,14171E+11;53,18966;4,397249;5,6217723;;-0,576;0;1,65052E+11;0;0,01263;123,4;;;Blend;36,53999668;-70,38898162;Overvalued;Stable;Blend - Stable
KLAC;KLA Corporation;Technology;Semiconductor Equipment & Materials;1,06851E+11;29,413906;26,680756;9,25102;0,842;0,298;5036264960;1,08912E+11;2567814400;0,19229001;808;21,62547544;2,40317909;Growth;758,996102;-6,064838855;Fair Valued;Momentum;Growth - Momentum
KHC;The Kraft Heinz Company;Consumer Defensive;Packaged Foods;31636023296;12,205479;0,64312005;1,2438477;-0,106;-0,064;6368999936;50597081088;2305625088;0,037520003;26,73;7,944274077;7,287973796;Value;34,49250128;29,04040882;Undervalued;Stable;Value - Undervalued
KR;The Kroger Co.;Consumer Defensive;Grocery Stores;44046176256;18,024523;5,361485;0,29938337;-0,882;-0,006;7923999744;68324200448;2096375040;0,056339998;66,15;8,622438498;4,759493827;Blend;57,80250052;-12,61904684;Overvalued;Stable;Blend - Stable
LHX;L3Harris Technologies, Inc.;Industrials;Aerospace & Defense;45665300480;28,976274;2,39525;2,14936;0,378;-0,015;3967000064;57399209984;3564999936;0,04059;244,27;14,46917294;7,806802755;Growth;174,2481073;-28,6657767;Overvalued;Momentum;Growth - Momentum
LH;Labcorp Holdings Inc.;Healthcare;Diagnostics & Research;21257289728;29,32679;2,5618858;1,6131626;-0,063;0,053;1717299968;27486789632;967924992;0,0418;253,97;16,00581736;4,55337912;Blend;136,3949992;-46,29483827;Overvalued;Watchlist;Blend - Watchlist
LRCX;Lam Research Corporation;Technology;Semiconductor Equipment & Materials;1,10452E+11;24,052925;11,648455;6,445723;0,411;0,244;5667103232;1,09485E+11;2826895104;0,17291;86,35;19,31947468;2,559387722;Growth;75,98234934;-12,0065439;Overvalued;Momentum;Growth - Momentum
LW;Lamb Weston Holdings, Inc.;Consumer Defensive;Packaged Foods;7857338880;21,835295;4,809952;1,230131;0,019;0,043;1227500032;12058617856;15387500;0,07366;55,68;9,823721012;0,195836023;Blend;38,97674842;-29,99865585;Overvalued;Stable;Blend - Stable
LVS;Las Vegas Sands Corp.;Consumer Cyclical;Resorts & Casinos;28420577280;22,469275;10,534311;2,537325;-0,256;-0,033;3688999936;39568707584;1662249984;0,06875;40,22;10,72613398;5,848755173;Blend;28,19249842;-29,9042804;Overvalued;Stable;Blend - Stable
LDOS;Leidos Holdings, Inc.;Technology;Information Technology Services;19068432384;14,918428;4,4791822;1,1261772;0,338;0,068;2220000000;24004413440;921625024;0,09274;148,14;10,81279885;4,833250083;Value;199,2951134;34,53160078;Undervalued;Momentum;Value - Undervalued
LEN;Lennar Corporation;Consumer Cyclical;Residential Construction;28496179200;7,921898;1,2596625;0,79687154;-0,238;0,044;4984000000;25144168448;9169408000;0,08224;108,53;5,044977618;32,17767524;Value;215,7749948;98,81599081;Undervalued;Stable;Value - Undervalued
LII;Lennox International Inc.;Industrials;Building Products & Equipment;19600027648;24,6255;22,996378;3,6520884;-0,029;0,024;1119200000;20866945024;589800000;0,19844;552,35;18,64451843;3,009179429;Blend;353,2725224;-36,04190778;Overvalued;Stable;Blend - Stable
LLY;Eli Lilly and Company;Healthcare;Drug Manufacturers - General;6,91149E+11;62,49026;46,28073;14,10416;0,234;0,452;22003300352;7,26613E+11;-1821975040;0,16447;769,88;33,0229201;-0,263615372;Growth;228,0431991;-70,37938392;Overvalued;Momentum;Growth - Momentum
LIN;Linde plc;Basic Materials;Specialty Chemicals;2,22516E+11;34,254345;5,8578386;6,739435;0,048;0,001;12823000064;2,42819E+11;3411000064;0,06963;472,71;18,93624584;1,532923936;Blend;216,9360179;-54,1080117;Overvalued;Stable;Blend - Stable
LYV;Live Nation Entertainment, Inc.;Communication Services;Entertainment;33409933312;48,69932;309,99997;1,4693298;;-0,11;1968067968;36548964352;1639135232;0,04185;144,15;18,57098685;4,906131409;Blend;46,62000414;-67,65868599;Overvalued;Stable;Blend - Stable
LKQ;LKQ Corporation;Consumer Cyclical;Auto Parts;10091004928;14,531598;1,635428;0,71491355;0,102;-0,065;1724000000;15724992512;510249984;0,053600002;39,09;9,121225355;5,05648335;Value;44,46570157;13,75211453;Undervalued;Watchlist;Value - Undervalued
LMT;Lockheed Martin Corporation;Industrials;Aerospace & Defense;1,12858E+11;20,744617;16,794157;1,5715983;0,139;0,045;8689000448;1,31359E+11;5291125248;0,0832;481,69;15,11785109;4,68830163;Growth;396,7136944;-17,64128497;Overvalued;Watchlist;Growth - Watchlist
L;Loews Corporation;Financial Services;Insurance - Property & Casualty;18692388864;14,613115;1,0906911;1,0517294;-0,151;0,062;2758000128;22765348864;3020999936;0,01654;89,14;8,254295797;16,16165787;Value;96,07499838;7,779894978;Fair Valued;Watchlist;Value - Fair Valued
LOW;Lowe's Companies, Inc.;Consumer Cyclical;Home Improvement Retail;1,2625E+11;18,617355;-9,517915;1,5166972;-0,046;-0,02;12476999680;1,6219E+11;5662374912;0,14443;225,27;12,99910165;4,485053787;Value;190,5750038;-15,40151649;Overvalued;Stable;Value - Overvalued
LULU;lululemon athletica inc.;Consumer Cyclical;Apparel Retail;31792873472;18,045578;7,422424;2,9575057;0,024;0,073;2976974080;32172896256;1183213952;0,22017999;265,27;10,80724769;3,721632626;Blend;225,7920029;-14,88219441;Overvalued;Watchlist;Blend - Watchlist
LYB;LyondellBasell Industries N.V.;Basic Materials;Specialty Chemicals;18171957248;19,564013;1,4955693;0,45802036;-0,627;-0,076;3550000128;29216956416;1453374976;0,03849;56,54;8,230128271;7,99790004;Value;45,51750196;-19,49504429;Overvalued;Stable;Value - Overvalued
MTB;M&T Bank Corporation;Financial Services;Banks - Regional;29557415936;12,333556;1,12533;3,364532;0,099;0,056;0;21573423104;0;0,012410001;184,14;;;Value;246,1210619;33,65974906;Undervalued;Watchlist;Value - Undervalued
MPC;Marathon Petroleum Corporation;Energy;Oil & Gas Refining & Marketing;49191108608;22,085516;3,0176587;0,35653743;;-0,041;7942000128;84185079808;2657750016;0,03469;160,12;10,5999847;5,402907337;Blend;114,1875064;-28,68629377;Overvalued;Stable;Blend - Stable
MKTX;MarketAxess Holdings Inc.;Financial Services;Capital Markets;8333627904;38,57986;6,1968765;10,220859;-0,792;-0,008;410612000;7818088960;503360736;0,11063;222,22;19,04008884;6,040115323;Blend;90,72000261;-59,17559058;Overvalued;Stable;Blend - Stable
MAR;Marriott International, Inc.;Consumer Cyclical;Lodging;72754995200;30,219568;-23,058159;10,8882065;0,238;0,041;4337999872;88083030016;1812999936;0,09398;265,63;20,30498677;2,49192503;Growth;163,2302983;-38,54975028;Overvalued;Momentum;Growth - Momentum
MMC;Marsh & McLennan Companies, Inc.;Financial Services;Insurance Brokers;1,13332E+11;28,256756;8,056956;4,5249686;-0,011;0,091;7417999872;1,3435E+11;4121999872;0,07929;230,01;18,11139362;3,637089842;Growth;128,2050034;-44,26111759;Overvalued;Watchlist;Growth - Watchlist
MLM;Martin Marietta Materials, Inc.;Basic Materials;Building Materials;33236547584;31,64868;3,6596086;5,0070124;-0,887;0,082;2168999936;38945554432;291875008;0,05786;551,32;17,95553508;0,878174868;Growth;274,3649972;-50,23489131;Overvalued;Watchlist;Growth - Watchlist
MAS;Masco Corporation;Industrials;Building Products & Equipment;13329424384;17,265026;-52,483387;1,7304199;-0,103;-0,065;1487000064;16506426368;734000000;0,16038999;63,19;11,100488;5,506614381;Value;57,64500442;-8,775115659;Fair Valued;Stable;Value - Fair Valued
MA;Mastercard Incorporated;Financial Services;Credit Services;5,35877E+11;41,324932;80,49652;18,434666;0,115;0,142;17977999360;5,4679E+11;14451000320;0,23363;590,12;30,41439911;2,696699368;Growth;238,8329883;-59,52806408;Overvalued;Watchlist;Growth - Watchlist
MTCH;Match Group, Inc.;Communication Services;Internet Content & Information;7807963648;15,762377;-43,31973;2,262585;0,006;-0,033;974160000;10905141248;691691648;0,12687;31,84;11,19440466;8,858796982;Blend;30,48179853;-4,265708148;Fair Valued;Stable;Blend - Stable
MKC;McCormick & Company, Incorporated;Consumer Defensive;Packaged Foods;19904106496;25,596552;3,670936;2,9590585;-0,03;0,002;1260499968;24139124736;535049984;0,05165;74,23;19,15043661;2,688138672;Blend;45,67499951;-38,46827495;Overvalued;Stable;Blend - Stable
MCD;McDonald's Corporation;Consumer Cyclical;Restaurants;2,19773E+11;27,104055;-63,622437;8,549132;-0,023;-0,035;13895999488;2,71329E+11;5306375168;0,13416;307,36;19,52572468;2,414485128;Blend;178,6050095;-41,89061378;Overvalued;Stable;Blend - Stable
MCK;McKesson Corporation;Healthcare;Medical Distribution;89111248896;27,695805;-42,96589;0,24818549;0,664;0,189;5416000000;91294261248;4733250048;0,04309;712,89;16,85639979;5,311619023;Value;642,4703813;-9,878048318;Fair Valued;Momentum;Value - Fair Valued
MDT;Medtronic plc;Healthcare;Medical Devices;1,12092E+11;24,221607;2,3340986;3,3423374;0,68;0,039;9560000512;1,31875E+11;4734249984;0,0461;87,44;13,79449349;4,223540958;Growth;90,97199868;4,039339751;Fair Valued;Momentum;Growth - Momentum
MRK;Merck & Co., Inc.;Healthcare;Drug Manufacturers - General;1,98296E+11;11,478198;4,11088;3,1021564;0,075;-0,016;28795000832;2,23977E+11;17124249600;0,13809;78,97;7,778334358;8,635699077;Blend;110,9399969;40,48372401;Undervalued;Watchlist;Blend - Watchlist
META;Meta Platforms, Inc.;Communication Services;Internet Content & Information;1,75427E+12;27,243654;9,513752;10,297448;0,365;0,161;87979999232;1,73356E+12;36658999296;0,17879999;697,71;19,70402652;2,089697177;Growth;524,3647658;-24,84488314;Overvalued;Momentum;Growth - Momentum
